ProductID,ProductName,PaymentMethod,CategoryID
562,Product 562,Debit Card,13
245,Product 245,Credit Card,2
262,Product 262,PayPal,37
426,Product 426,Debit Card,3
299,Product 299,Debit Card,31
146,Product 146,PayPal,34
320,Product 320,Credit Card,26
300,Product 300,Debit Card,8
663,Product 663,PayPal,48
627,Product 627,Debit Card,14
327,Product 327,Debit Card,39
763,Product 763,Credit Card,38
303,Product 303,PayPal,8
265,Product 265,Cash,24
902,Product 902,Credit Card,5
470,Product 470,PayPal,22
355,Product 355,Cash,49
224,Product 224,Debit Card,15
997,Product 997,Credit Card,39
287,Product 287,Cash,41
510,Product 510,PayPal,43
758,Product 758,PayPal,37
138,Product 138,Debit Card,30
908,Product 908,Credit Card,25
449,Product 449,Credit Card,17
966,Product 966,PayPal,20
595,Product 595,Debit Card,24
184,Product 184,Cash,14
697,Product 697,Credit Card,5
894,Product 894,Debit Card,47
824,Product 824,PayPal,42
831,Product 831,Debit Card,16
828,Product 828,Cash,20
635,Product 635,PayPal,37
804,Product 804,PayPal,40
167,Product 167,Debit Card,28
436,Product 436,Credit Card,23
401,Product 401,PayPal,14
804,Product 804,PayPal,27
461,Product 461,Debit Card,41
751,Product 751,Credit Card,42
408,Product 408,Cash,34
596,Product 596,PayPal,50
291,Product 291,Cash,7
971,Product 971,Credit Card,35
109,Product 109,Debit Card,12
176,Product 176,Credit Card,9
581,Product 581,Debit Card,40
567,Product 567,Credit Card,30
453,Product 453,PayPal,27
217,Product 217,Cash,36
361,Product 361,Cash,5
110,Product 110,Debit Card,45
444,Product 444,Debit Card,32
101,Product 101,Debit Card,19
797,Product 797,Cash,34
338,Product 338,Cash,23
271,Product 271,PayPal,9
605,Product 605,Cash,26
782,Product 782,PayPal,7
320,Product 320,PayPal,35
298,Product 298,Cash,36
527,Product 527,Credit Card,9
175,Product 175,Credit Card,42
292,Product 292,Credit Card,1
739,Product 739,PayPal,3
896,Product 896,Cash,34
356,Product 356,Cash,38
464,Product 464,Credit Card,33
885,Product 885,Debit Card,49
970,Product 970,Cash,9
688,Product 688,Debit Card,37
252,Product 252,Cash,40
786,Product 786,Credit Card,49
710,Product 710,PayPal,13
813,Product 813,PayPal,45
801,Product 801,Credit Card,16
359,Product 359,Cash,21
642,Product 642,Credit Card,45
218,Product 218,Debit Card,16
606,Product 606,Credit Card,40
976,Product 976,Debit Card,38
442,Product 442,Credit Card,35
744,Product 744,PayPal,8
308,Product 308,Cash,41
958,Product 958,Credit Card,32
159,Product 159,Cash,12
822,Product 822,Credit Card,20
445,Product 445,Cash,2
913,Product 913,PayPal,35
471,Product 471,Debit Card,32
632,Product 632,PayPal,35
126,Product 126,PayPal,38
745,Product 745,Debit Card,24
719,Product 719,Debit Card,46
511,Product 511,Credit Card,29
199,Product 199,Cash,5
351,Product 351,Cash,5
392,Product 392,Credit Card,1
346,Product 346,Credit Card,24
357,Product 357,Credit Card,8
452,Product 452,Cash,49
117,Product 117,Debit Card,31
957,Product 957,Debit Card,32
593,Product 593,Debit Card,20
358,Product 358,Credit Card,35
907,Product 907,PayPal,20
609,Product 609,Debit Card,50
771,Product 771,PayPal,16
684,Product 684,PayPal,29
339,Product 339,Debit Card,27
384,Product 384,Debit Card,22
958,Product 958,PayPal,42
437,Product 437,Debit Card,47
534,Product 534,Debit Card,26
976,Product 976,Cash,3
934,Product 934,Cash,26
997,Product 997,PayPal,17
755,Product 755,Debit Card,14
989,Product 989,Debit Card,20
944,Product 944,Debit Card,47
508,Product 508,Debit Card,50
371,Product 371,Debit Card,46
189,Product 189,Cash,31
580,Product 580,Credit Card,24
472,Product 472,Cash,34
938,Product 938,Credit Card,5
491,Product 491,Credit Card,13
500,Product 500,Credit Card,32
449,Product 449,Cash,20
573,Product 573,Credit Card,5
725,Product 725,Cash,39
562,Product 562,Credit Card,16
336,Product 336,PayPal,10
635,Product 635,Credit Card,10
633,Product 633,PayPal,37
567,Product 567,Credit Card,14
493,Product 493,Cash,26
683,Product 683,PayPal,8
403,Product 403,PayPal,8
783,Product 783,Credit Card,24
455,Product 455,PayPal,10
339,Product 339,Debit Card,10
319,Product 319,Credit Card,40
608,Product 608,Credit Card,39
639,Product 639,Credit Card,5
953,Product 953,Debit Card,44
970,Product 970,PayPal,40
978,Product 978,Cash,35
356,Product 356,Debit Card,19
845,Product 845,PayPal,29
140,Product 140,Credit Card,19
339,Product 339,Credit Card,40
518,Product 518,Cash,12
335,Product 335,Debit Card,20
108,Product 108,Credit Card,48
525,Product 525,Debit Card,49
822,Product 822,PayPal,29
923,Product 923,PayPal,28
462,Product 462,Credit Card,39
343,Product 343,Cash,13
753,Product 753,PayPal,39
722,Product 722,PayPal,28
676,Product 676,Cash,20
396,Product 396,Cash,9
317,Product 317,Credit Card,24
218,Product 218,Debit Card,28
768,Product 768,Debit Card,20
889,Product 889,PayPal,27
770,Product 770,Credit Card,47
421,Product 421,Cash,46
566,Product 566,PayPal,24
870,Product 870,Cash,18
487,Product 487,Cash,9
764,Product 764,Credit Card,41
637,Product 637,PayPal,16
266,Product 266,Credit Card,43
335,Product 335,Cash,8
693,Product 693,Cash,4
227,Product 227,Credit Card,26
779,Product 779,PayPal,30
148,Product 148,Debit Card,14
198,Product 198,Credit Card,49
191,Product 191,Credit Card,21
671,Product 671,Credit Card,24
333,Product 333,PayPal,46
615,Product 615,Debit Card,26
763,Product 763,Credit Card,24
218,Product 218,PayPal,10
345,Product 345,PayPal,17
310,Product 310,Debit Card,49
463,Product 463,Cash,34
622,Product 622,Debit Card,14
185,Product 185,Cash,6
548,Product 548,PayPal,23
501,Product 501,Cash,32
971,Product 971,Credit Card,2
387,Product 387,Cash,37
676,Product 676,Credit Card,38
267,Product 267,PayPal,16
940,Product 940,Cash,48
278,Product 278,Credit Card,1
476,Product 476,Debit Card,13
993,Product 993,Credit Card,33
786,Product 786,Debit Card,45
211,Product 211,PayPal,30
782,Product 782,Credit Card,32
945,Product 945,Cash,44
355,Product 355,Credit Card,11
971,Product 971,Credit Card,40
460,Product 460,Credit Card,42
352,Product 352,PayPal,40
789,Product 789,PayPal,6
617,Product 617,Credit Card,15
978,Product 978,Cash,36
788,Product 788,Debit Card,7
827,Product 827,Debit Card,15
825,Product 825,Credit Card,10
554,Product 554,Credit Card,13
628,Product 628,Debit Card,50
707,Product 707,PayPal,12
487,Product 487,Cash,50
731,Product 731,Credit Card,21
184,Product 184,Debit Card,39
448,Product 448,PayPal,10
650,Product 650,Debit Card,20
253,Product 253,PayPal,8
995,Product 995,Credit Card,21
580,Product 580,Credit Card,11
311,Product 311,Credit Card,43
518,Product 518,PayPal,15
957,Product 957,Credit Card,27
593,Product 593,PayPal,10
572,Product 572,PayPal,8
273,Product 273,Debit Card,45
371,Product 371,Debit Card,25
737,Product 737,Cash,8
883,Product 883,Credit Card,11
109,Product 109,PayPal,4
832,Product 832,Debit Card,7
434,Product 434,PayPal,15
327,Product 327,Cash,32
919,Product 919,Cash,17
699,Product 699,Debit Card,9
222,Product 222,Credit Card,18
618,Product 618,Cash,11
995,Product 995,Debit Card,6
901,Product 901,PayPal,31
864,Product 864,PayPal,6
678,Product 678,Cash,21
427,Product 427,Cash,20
612,Product 612,Credit Card,13
608,Product 608,Credit Card,43
569,Product 569,Credit Card,12
131,Product 131,Credit Card,29
195,Product 195,Credit Card,46
377,Product 377,Cash,12
473,Product 473,Debit Card,37
774,Product 774,PayPal,48
659,Product 659,Credit Card,12
746,Product 746,Credit Card,28
305,Product 305,Debit Card,20
375,Product 375,PayPal,7
944,Product 944,Credit Card,10
903,Product 903,Cash,45
302,Product 302,Cash,47
770,Product 770,Credit Card,30
378,Product 378,Credit Card,26
742,Product 742,PayPal,26
167,Product 167,Cash,37
909,Product 909,PayPal,27
129,Product 129,Cash,41
534,Product 534,Credit Card,7
903,Product 903,Credit Card,11
591,Product 591,Debit Card,25
170,Product 170,Credit Card,26
873,Product 873,PayPal,7
763,Product 763,Cash,41
394,Product 394,Debit Card,20
919,Product 919,PayPal,36
405,Product 405,Credit Card,24
850,Product 850,Credit Card,39
930,Product 930,PayPal,32
569,Product 569,Credit Card,25
682,Product 682,Debit Card,3
383,Product 383,PayPal,42
336,Product 336,Debit Card,2
658,Product 658,PayPal,27
419,Product 419,Debit Card,44
149,Product 149,Cash,33
755,Product 755,Credit Card,30
453,Product 453,Credit Card,13
291,Product 291,Credit Card,30
219,Product 219,Debit Card,20
270,Product 270,PayPal,3
752,Product 752,Debit Card,4
756,Product 756,PayPal,39
616,Product 616,Debit Card,46
750,Product 750,Cash,44
220,Product 220,Cash,46
458,Product 458,Credit Card,27
905,Product 905,Cash,33
687,Product 687,Cash,42
132,Product 132,Cash,34
201,Product 201,PayPal,41
430,Product 430,Debit Card,21
533,Product 533,PayPal,47
825,Product 825,Cash,5
157,Product 157,Debit Card,40
165,Product 165,Debit Card,25
136,Product 136,Credit Card,33
734,Product 734,Credit Card,39
405,Product 405,Debit Card,48
749,Product 749,Cash,14
916,Product 916,Cash,8
759,Product 759,Credit Card,35
430,Product 430,Cash,11
363,Product 363,PayPal,9
646,Product 646,PayPal,49
992,Product 992,Cash,33
318,Product 318,Credit Card,43
813,Product 813,PayPal,50
966,Product 966,Debit Card,9
855,Product 855,PayPal,3
408,Product 408,PayPal,50
975,Product 975,Debit Card,35
546,Product 546,Debit Card,46
553,Product 553,PayPal,38
895,Product 895,Cash,2
726,Product 726,PayPal,6
125,Product 125,Cash,4
222,Product 222,PayPal,33
503,Product 503,Debit Card,4
817,Product 817,PayPal,7
251,Product 251,Credit Card,9
598,Product 598,Credit Card,6
297,Product 297,Credit Card,3
633,Product 633,Debit Card,39
935,Product 935,Cash,40
690,Product 690,Credit Card,5
538,Product 538,Credit Card,46
377,Product 377,Cash,2
179,Product 179,PayPal,41
952,Product 952,Cash,33
608,Product 608,Cash,50
347,Product 347,PayPal,35
543,Product 543,Credit Card,43
355,Product 355,PayPal,4
122,Product 122,PayPal,12
574,Product 574,Credit Card,26
947,Product 947,Credit Card,9
734,Product 734,PayPal,23
974,Product 974,Debit Card,48
195,Product 195,Debit Card,49
880,Product 880,Debit Card,19
251,Product 251,Credit Card,15
317,Product 317,Debit Card,46
822,Product 822,Credit Card,23
828,Product 828,Debit Card,43
137,Product 137,PayPal,22
671,Product 671,Debit Card,14
579,Product 579,Debit Card,1
438,Product 438,Credit Card,15
328,Product 328,PayPal,11
718,Product 718,Credit Card,36
996,Product 996,Credit Card,30
462,Product 462,PayPal,22
149,Product 149,Cash,45
901,Product 901,Cash,45
343,Product 343,Credit Card,5
628,Product 628,Credit Card,13
367,Product 367,Debit Card,12
895,Product 895,Credit Card,16
896,Product 896,Credit Card,22
517,Product 517,PayPal,38
246,Product 246,Cash,5
180,Product 180,Credit Card,6
877,Product 877,Debit Card,16
410,Product 410,Cash,48
911,Product 911,PayPal,50
343,Product 343,Credit Card,29
954,Product 954,PayPal,25
101,Product 101,Cash,9
347,Product 347,Cash,35
540,Product 540,Debit Card,14
463,Product 463,PayPal,5
265,Product 265,Cash,6
812,Product 812,PayPal,27
501,Product 501,Cash,1
744,Product 744,Debit Card,1
489,Product 489,Cash,39
925,Product 925,PayPal,2
681,Product 681,Credit Card,18
916,Product 916,Cash,32
641,Product 641,Cash,30
356,Product 356,PayPal,34
169,Product 169,Cash,33
707,Product 707,PayPal,49
575,Product 575,Debit Card,13
978,Product 978,Debit Card,44
391,Product 391,Cash,14
839,Product 839,Cash,18
438,Product 438,PayPal,12
772,Product 772,Cash,25
259,Product 259,Debit Card,31
871,Product 871,Debit Card,4
215,Product 215,Cash,27
146,Product 146,Debit Card,47
383,Product 383,PayPal,16
432,Product 432,Cash,7
743,Product 743,Cash,9
943,Product 943,Credit Card,34
877,Product 877,Debit Card,44
379,Product 379,PayPal,13
503,Product 503,Cash,6
342,Product 342,PayPal,2
967,Product 967,PayPal,29
506,Product 506,Credit Card,3
998,Product 998,Cash,31
523,Product 523,PayPal,9
140,Product 140,Debit Card,4
569,Product 569,PayPal,45
579,Product 579,Debit Card,6
906,Product 906,PayPal,33
369,Product 369,PayPal,22
499,Product 499,PayPal,15
721,Product 721,Cash,2
744,Product 744,Cash,47
339,Product 339,Cash,11
397,Product 397,Credit Card,13
268,Product 268,Cash,45
227,Product 227,PayPal,47
293,Product 293,Debit Card,10
219,Product 219,PayPal,37
455,Product 455,Credit Card,3
481,Product 481,PayPal,50
623,Product 623,PayPal,10
834,Product 834,Credit Card,19
924,Product 924,Cash,46
468,Product 468,Debit Card,10
501,Product 501,Credit Card,43
369,Product 369,Debit Card,21
392,Product 392,PayPal,30
921,Product 921,Debit Card,39
536,Product 536,Cash,14
425,Product 425,Credit Card,2
634,Product 634,Credit Card,29
670,Product 670,PayPal,3
507,Product 507,Credit Card,25
919,Product 919,Credit Card,45
442,Product 442,Cash,23
623,Product 623,Credit Card,50
772,Product 772,Debit Card,32
822,Product 822,Cash,10
424,Product 424,PayPal,30
317,Product 317,PayPal,30
970,Product 970,Credit Card,45
870,Product 870,Credit Card,5
439,Product 439,PayPal,47
237,Product 237,Cash,26
459,Product 459,Credit Card,37
235,Product 235,PayPal,26
480,Product 480,Cash,46
682,Product 682,PayPal,2
141,Product 141,Credit Card,49
569,Product 569,Cash,10
182,Product 182,Debit Card,23
953,Product 953,Credit Card,28
893,Product 893,Credit Card,24
659,Product 659,Cash,14
161,Product 161,Debit Card,29
144,Product 144,Cash,10
722,Product 722,PayPal,31
926,Product 926,Debit Card,4
417,Product 417,Cash,25
574,Product 574,Credit Card,48
740,Product 740,Cash,7
411,Product 411,Credit Card,18
505,Product 505,Debit Card,22
959,Product 959,Cash,2
118,Product 118,PayPal,37
206,Product 206,Cash,38
837,Product 837,Cash,11
277,Product 277,Cash,32
482,Product 482,Credit Card,48
304,Product 304,Credit Card,31
988,Product 988,Debit Card,43
578,Product 578,Debit Card,16
728,Product 728,Cash,32
790,Product 790,PayPal,25
462,Product 462,Cash,11
264,Product 264,Credit Card,15
482,Product 482,Debit Card,45
886,Product 886,Credit Card,42
698,Product 698,Debit Card,22
571,Product 571,Debit Card,21
995,Product 995,Debit Card,41
628,Product 628,Credit Card,31
693,Product 693,Debit Card,4
502,Product 502,Debit Card,43
547,Product 547,Credit Card,49
805,Product 805,Cash,25
845,Product 845,Credit Card,28
691,Product 691,Cash,11
441,Product 441,Credit Card,8
581,Product 581,Cash,44
416,Product 416,PayPal,40
864,Product 864,Cash,50
876,Product 876,Debit Card,4
288,Product 288,Credit Card,35
123,Product 123,Debit Card,20
416,Product 416,Debit Card,19
864,Product 864,Credit Card,36
102,Product 102,Credit Card,30
829,Product 829,Cash,32
127,Product 127,Cash,35
672,Product 672,Credit Card,7
192,Product 192,Cash,20
357,Product 357,Debit Card,12
815,Product 815,Cash,9
603,Product 603,Debit Card,46
605,Product 605,Credit Card,25
450,Product 450,Credit Card,24
370,Product 370,PayPal,50
424,Product 424,Cash,20
393,Product 393,Debit Card,2
555,Product 555,PayPal,5
922,Product 922,Credit Card,1
452,Product 452,Credit Card,20
193,Product 193,Credit Card,5
298,Product 298,PayPal,3
139,Product 139,Cash,16
206,Product 206,Cash,40
647,Product 647,Cash,38
485,Product 485,PayPal,48
497,Product 497,Credit Card,6
642,Product 642,Credit Card,16
322,Product 322,Credit Card,12
950,Product 950,Cash,15
685,Product 685,PayPal,25
292,Product 292,Debit Card,26
206,Product 206,Debit Card,2
314,Product 314,PayPal,32
660,Product 660,Cash,7
626,Product 626,Cash,47
220,Product 220,Cash,41
821,Product 821,Credit Card,23
745,Product 745,Cash,21
757,Product 757,Debit Card,9
931,Product 931,Credit Card,50
873,Product 873,PayPal,32
632,Product 632,Cash,6
183,Product 183,PayPal,6
901,Product 901,PayPal,19
290,Product 290,PayPal,43
356,Product 356,Cash,31
149,Product 149,Credit Card,26
436,Product 436,Credit Card,32
836,Product 836,Debit Card,31
926,Product 926,Credit Card,22
251,Product 251,PayPal,13
270,Product 270,Credit Card,6
832,Product 832,Credit Card,28
666,Product 666,Credit Card,27
917,Product 917,PayPal,34
282,Product 282,PayPal,19
629,Product 629,Credit Card,11
978,Product 978,Debit Card,4
202,Product 202,Cash,27
779,Product 779,Credit Card,37
383,Product 383,PayPal,31
557,Product 557,PayPal,28
789,Product 789,Credit Card,15
268,Product 268,PayPal,21
347,Product 347,Debit Card,21
658,Product 658,Cash,3
772,Product 772,Debit Card,7
321,Product 321,Cash,38
924,Product 924,PayPal,37
588,Product 588,Cash,10
388,Product 388,Debit Card,45
757,Product 757,Credit Card,39
562,Product 562,Debit Card,19
641,Product 641,Debit Card,6
919,Product 919,Credit Card,41
468,Product 468,Debit Card,15
587,Product 587,PayPal,49
299,Product 299,Cash,13
429,Product 429,PayPal,36
361,Product 361,Credit Card,46
133,Product 133,Cash,43
618,Product 618,Credit Card,5
273,Product 273,Cash,46
979,Product 979,PayPal,49
926,Product 926,Cash,28
755,Product 755,PayPal,22
463,Product 463,Cash,28
724,Product 724,Credit Card,22
796,Product 796,Credit Card,1
421,Product 421,PayPal,29
928,Product 928,Debit Card,23
775,Product 775,PayPal,34
540,Product 540,Credit Card,40
120,Product 120,Credit Card,34
870,Product 870,Debit Card,16
753,Product 753,Cash,40
939,Product 939,Debit Card,6
555,Product 555,Cash,36
867,Product 867,Credit Card,46
347,Product 347,Credit Card,32
921,Product 921,Debit Card,17
806,Product 806,Cash,37
499,Product 499,PayPal,8
149,Product 149,PayPal,26
423,Product 423,PayPal,26
607,Product 607,PayPal,46
686,Product 686,Credit Card,45
798,Product 798,PayPal,49
486,Product 486,Credit Card,46
156,Product 156,Credit Card,16
902,Product 902,Cash,46
546,Product 546,Debit Card,9
988,Product 988,Debit Card,20
196,Product 196,Cash,14
175,Product 175,Cash,19
512,Product 512,Credit Card,41
257,Product 257,Cash,42
587,Product 587,Debit Card,50
888,Product 888,PayPal,50
421,Product 421,PayPal,17
558,Product 558,Debit Card,24
949,Product 949,Debit Card,22
361,Product 361,Cash,41
997,Product 997,Debit Card,45
787,Product 787,Cash,41
748,Product 748,Cash,20
984,Product 984,Credit Card,23
897,Product 897,Cash,10
776,Product 776,Credit Card,32
939,Product 939,Credit Card,31
543,Product 543,Cash,48
647,Product 647,Cash,13
768,Product 768,Debit Card,44
744,Product 744,PayPal,32
496,Product 496,PayPal,43
431,Product 431,PayPal,11
840,Product 840,Cash,25
220,Product 220,Cash,49
949,Product 949,PayPal,37
646,Product 646,PayPal,34
806,Product 806,PayPal,33
895,Product 895,PayPal,3
612,Product 612,PayPal,16
951,Product 951,Credit Card,47
675,Product 675,Debit Card,35
707,Product 707,Debit Card,11
225,Product 225,Credit Card,7
303,Product 303,Cash,43
428,Product 428,PayPal,3
763,Product 763,PayPal,33
459,Product 459,Debit Card,10
697,Product 697,PayPal,16
945,Product 945,Credit Card,39
934,Product 934,PayPal,35
941,Product 941,PayPal,17
668,Product 668,Debit Card,38
530,Product 530,Credit Card,23
976,Product 976,PayPal,27
830,Product 830,PayPal,13
799,Product 799,PayPal,1
456,Product 456,Credit Card,12
411,Product 411,Cash,22
129,Product 129,PayPal,38
926,Product 926,Debit Card,1
610,Product 610,Cash,25
200,Product 200,Cash,10
698,Product 698,PayPal,36
642,Product 642,Cash,8
237,Product 237,PayPal,37
808,Product 808,PayPal,18
424,Product 424,Debit Card,5
620,Product 620,Credit Card,7
702,Product 702,Credit Card,23
174,Product 174,PayPal,9
934,Product 934,PayPal,14
471,Product 471,PayPal,3
269,Product 269,Cash,17
340,Product 340,Cash,43
187,Product 187,Debit Card,9
836,Product 836,Cash,43
346,Product 346,Credit Card,9
651,Product 651,Credit Card,36
860,Product 860,Credit Card,33
549,Product 549,Cash,5
293,Product 293,Credit Card,47
354,Product 354,Debit Card,34
761,Product 761,Debit Card,14
666,Product 666,Credit Card,12
575,Product 575,Debit Card,32
684,Product 684,Debit Card,3
548,Product 548,PayPal,29
189,Product 189,Cash,7
396,Product 396,Credit Card,25
174,Product 174,PayPal,5
462,Product 462,Credit Card,40
912,Product 912,PayPal,39
190,Product 190,Credit Card,31
897,Product 897,Cash,36
392,Product 392,Credit Card,34
253,Product 253,Debit Card,42
910,Product 910,PayPal,22
325,Product 325,Credit Card,34
905,Product 905,PayPal,46
625,Product 625,Cash,21
455,Product 455,Debit Card,2
631,Product 631,Credit Card,5
863,Product 863,Credit Card,1
919,Product 919,Debit Card,10
931,Product 931,PayPal,35
334,Product 334,Debit Card,12
848,Product 848,Cash,42
139,Product 139,Debit Card,29
631,Product 631,Debit Card,30
565,Product 565,Credit Card,3
807,Product 807,PayPal,41
638,Product 638,Debit Card,6
831,Product 831,PayPal,24
561,Product 561,Debit Card,46
804,Product 804,Debit Card,7
749,Product 749,Debit Card,48
384,Product 384,Debit Card,27
552,Product 552,Debit Card,27
900,Product 900,PayPal,11
601,Product 601,Credit Card,44
745,Product 745,Debit Card,28
534,Product 534,PayPal,36
217,Product 217,Credit Card,32
563,Product 563,PayPal,1
180,Product 180,Cash,49
153,Product 153,PayPal,30
670,Product 670,Debit Card,12
364,Product 364,PayPal,15
143,Product 143,PayPal,34
735,Product 735,Debit Card,11
917,Product 917,Debit Card,4
824,Product 824,Credit Card,16
236,Product 236,PayPal,22
793,Product 793,Cash,25
134,Product 134,PayPal,5
977,Product 977,Credit Card,28
291,Product 291,Credit Card,41
561,Product 561,Debit Card,5
699,Product 699,Debit Card,16
439,Product 439,Debit Card,24
786,Product 786,Debit Card,10
994,Product 994,Credit Card,26
128,Product 128,Cash,1
884,Product 884,PayPal,45
198,Product 198,Cash,27
312,Product 312,PayPal,42
413,Product 413,Debit Card,31
677,Product 677,Debit Card,36
668,Product 668,Credit Card,40
599,Product 599,Credit Card,38
911,Product 911,PayPal,28
183,Product 183,Credit Card,22
411,Product 411,Credit Card,19
898,Product 898,PayPal,36
828,Product 828,Debit Card,22
686,Product 686,PayPal,20
317,Product 317,Credit Card,4
248,Product 248,PayPal,7
278,Product 278,PayPal,48
675,Product 675,Credit Card,36
454,Product 454,Cash,32
178,Product 178,Cash,17
713,Product 713,Debit Card,12
644,Product 644,Credit Card,21
364,Product 364,PayPal,39
955,Product 955,Debit Card,32
534,Product 534,Credit Card,32
576,Product 576,Cash,11
386,Product 386,Cash,17
966,Product 966,Debit Card,16
378,Product 378,PayPal,25
671,Product 671,Cash,15
970,Product 970,Credit Card,22
819,Product 819,PayPal,22
649,Product 649,Cash,1
488,Product 488,Cash,7
464,Product 464,Debit Card,1
345,Product 345,Cash,15
628,Product 628,Credit Card,5
446,Product 446,Credit Card,21
897,Product 897,PayPal,39
157,Product 157,Cash,11
596,Product 596,Debit Card,23
738,Product 738,Debit Card,2
988,Product 988,Debit Card,33
466,Product 466,Cash,13
383,Product 383,Credit Card,27
826,Product 826,Cash,45
913,Product 913,Credit Card,14
246,Product 246,PayPal,39
599,Product 599,Cash,35
789,Product 789,Cash,17
377,Product 377,Debit Card,20
127,Product 127,PayPal,7
159,Product 159,Credit Card,24
540,Product 540,PayPal,18
710,Product 710,Credit Card,29
971,Product 971,PayPal,13
433,Product 433,Debit Card,36
198,Product 198,Debit Card,46
225,Product 225,Credit Card,34
262,Product 262,Cash,14
455,Product 455,Credit Card,4
261,Product 261,PayPal,42
845,Product 845,PayPal,42
312,Product 312,Cash,6
336,Product 336,Credit Card,11
108,Product 108,PayPal,20
169,Product 169,Debit Card,40
906,Product 906,Cash,20
688,Product 688,Credit Card,30
103,Product 103,Debit Card,29
820,Product 820,Credit Card,21
971,Product 971,Debit Card,45
831,Product 831,Cash,24
689,Product 689,Credit Card,9
895,Product 895,PayPal,37
158,Product 158,Cash,3
594,Product 594,Debit Card,6
151,Product 151,Credit Card,4
939,Product 939,PayPal,13
831,Product 831,PayPal,47
730,Product 730,Debit Card,19
416,Product 416,Credit Card,30
874,Product 874,Cash,3
472,Product 472,PayPal,6
225,Product 225,Credit Card,9
457,Product 457,Credit Card,6
662,Product 662,PayPal,47
260,Product 260,Debit Card,45
598,Product 598,Credit Card,29
620,Product 620,PayPal,13
151,Product 151,Credit Card,46
923,Product 923,PayPal,23
897,Product 897,Credit Card,1
254,Product 254,Cash,10
944,Product 944,Debit Card,3
982,Product 982,Credit Card,7
183,Product 183,Debit Card,31
125,Product 125,Cash,24
873,Product 873,PayPal,9
583,Product 583,Credit Card,47
704,Product 704,Credit Card,49
452,Product 452,Credit Card,42
887,Product 887,Credit Card,19
365,Product 365,PayPal,50
722,Product 722,Credit Card,29
251,Product 251,Credit Card,20
870,Product 870,Cash,48
128,Product 128,Credit Card,13
576,Product 576,PayPal,38
503,Product 503,Credit Card,1
773,Product 773,Debit Card,46
853,Product 853,Cash,34
129,Product 129,PayPal,29
583,Product 583,Debit Card,15
370,Product 370,Credit Card,17
157,Product 157,Cash,27
537,Product 537,PayPal,22
859,Product 859,Debit Card,27
357,Product 357,PayPal,11
514,Product 514,Credit Card,2
305,Product 305,PayPal,47
264,Product 264,Credit Card,24
236,Product 236,Credit Card,50
902,Product 902,PayPal,22
579,Product 579,Cash,10
239,Product 239,Debit Card,45
308,Product 308,Cash,29
974,Product 974,PayPal,41
230,Product 230,Cash,44
987,Product 987,Credit Card,2
694,Product 694,PayPal,44
984,Product 984,Cash,27
121,Product 121,Credit Card,28
443,Product 443,Debit Card,10
207,Product 207,PayPal,43
923,Product 923,PayPal,44
444,Product 444,Debit Card,36
771,Product 771,Debit Card,7
625,Product 625,Debit Card,25
796,Product 796,Debit Card,35
835,Product 835,Debit Card,8
755,Product 755,PayPal,29
652,Product 652,Cash,5
797,Product 797,PayPal,31
635,Product 635,Cash,20
679,Product 679,PayPal,18
538,Product 538,Credit Card,1
115,Product 115,Cash,46
892,Product 892,Credit Card,13
767,Product 767,Debit Card,33
324,Product 324,PayPal,9
408,Product 408,Credit Card,28
613,Product 613,PayPal,31
423,Product 423,Debit Card,44
501,Product 501,Debit Card,33
672,Product 672,Credit Card,15
677,Product 677,Credit Card,19
212,Product 212,Credit Card,47
482,Product 482,Cash,39
695,Product 695,Credit Card,30
357,Product 357,Cash,13
192,Product 192,Credit Card,21
670,Product 670,Debit Card,11
649,Product 649,Credit Card,45
402,Product 402,PayPal,17
248,Product 248,Cash,38
711,Product 711,Cash,42
920,Product 920,Cash,9
572,Product 572,Cash,50
851,Product 851,PayPal,21
617,Product 617,Debit Card,40
937,Product 937,PayPal,28
810,Product 810,Credit Card,33
173,Product 173,Debit Card,10
953,Product 953,Cash,4
125,Product 125,Cash,40
934,Product 934,PayPal,23
576,Product 576,Debit Card,24
208,Product 208,Cash,32
563,Product 563,Credit Card,14
543,Product 543,PayPal,23
640,Product 640,Debit Card,2
966,Product 966,PayPal,13
399,Product 399,Cash,6
655,Product 655,Debit Card,38
989,Product 989,PayPal,39
740,Product 740,Cash,6
789,Product 789,Debit Card,22
598,Product 598,Cash,36
336,Product 336,PayPal,23
895,Product 895,PayPal,24
685,Product 685,Debit Card,13
778,Product 778,PayPal,5
616,Product 616,PayPal,23
402,Product 402,Debit Card,46
555,Product 555,Cash,22
116,Product 116,Debit Card,19
202,Product 202,PayPal,42
345,Product 345,Cash,7
189,Product 189,Debit Card,19
784,Product 784,Credit Card,7
646,Product 646,Cash,15
743,Product 743,Credit Card,22
276,Product 276,Cash,18
381,Product 381,Debit Card,8
275,Product 275,Debit Card,1
363,Product 363,PayPal,25
792,Product 792,Credit Card,34
738,Product 738,Credit Card,14
234,Product 234,PayPal,49
324,Product 324,PayPal,5
563,Product 563,PayPal,28
794,Product 794,Cash,26
194,Product 194,PayPal,39
306,Product 306,Debit Card,46
371,Product 371,Debit Card,31
148,Product 148,Credit Card,44
927,Product 927,Credit Card,25
284,Product 284,Credit Card,27
140,Product 140,PayPal,50
283,Product 283,PayPal,48
982,Product 982,Debit Card,20
140,Product 140,Cash,46
